expnum,date,ra,dec,exptime,band,tag,object
176849,2013/2/10 06:41:01,10:00:36.66,2:11:17.5,500.0,z,SVA1_FINALCUT,COSMOS
176850,2013/2/10 06:49:52,10:00:44.45,2:08:04.3,500.0,z,SVA1_FINALCUT,COSMOS
176851,2013/2/10 06:58:40,10:00:38.87,2:12:43.8,500.0,z,SVA1_FINALCUT,COSMOS
176852,2013/2/10 07:07:28,10:00:40.44,2:11:10.8,500.0,z,SVA1_FINALCUT,COSMOS
176853,2013/2/10 07:16:16,10:00:12.79,2:14:58.9,500.0,z,SVA1_FINALCUT,COSMOS
176854,2013/2/10 07:25:04,10:00:32.26,2:07:44.2,500.0,z,SVA1_FINALCUT,COSMOS
177072,2013/2/11 02:06:01,10:00:27.64,2:12:16.9,600.0,i,SVA1_FINALCUT,COSMOS
177073,2013/2/11 02:16:29,10:00:37.75,2:10:03.1,600.0,i,SVA1_FINALCUT,COSMOS
177074,2013/2/11 02:26:58,10:00:14.82,2:08:53.6,600.0,i,SVA1_FINALCUT,COSMOS
177077,2013/2/11 02:41:18,10:00:30.90,2:08:22.3,600.0,i,SVA1_FINALCUT,COSMOS
177078,2013/2/11 02:51:47,10:00:14.34,2:13:42.1,600.0,i,SVA1_FINALCUT,COSMOS
177079,2013/2/11 03:02:16,10:00:30.67,2:15:06.8,600.0,i,SVA1_FINALCUT,COSMOS
177080,2013/2/11 03:12:44,10:00:16.01,2:08:59.1,600.0,i,SVA1_FINALCUT,COSMOS
177081,2013/2/11 03:23:12,10:00:44.22,2:15:08.5,600.0,i,SVA1_FINALCUT,COSMOS
177082,2013/2/11 03:33:42,10:00:22.96,2:13:24.3,600.0,i,SVA1_FINALCUT,COSMOS
177084,2013/2/11 03:46:24,10:00:29.19,2:12:24.2,300.0,g,SVA1_FINALCUT,COSMOS
177085,2013/2/11 03:51:52,10:00:22.69,2:13:41.6,300.0,g,SVA1_FINALCUT,COSMOS
177086,2013/2/11 03:57:20,10:00:37.03,2:14:57.9,300.0,g,SVA1_FINALCUT,COSMOS
177087,2013/2/11 04:02:48,10:00:37.27,2:14:35.6,300.0,g,SVA1_FINALCUT,COSMOS
177088,2013/2/11 04:08:17,10:00:43.19,2:11:23.9,300.0,g,SVA1_FINALCUT,COSMOS
177089,2013/2/11 04:13:45,10:00:45.60,2:13:27.1,300.0,g,SVA1_FINALCUT,COSMOS
177090,2013/2/11 04:19:14,10:00:38.25,2:10:58.7,300.0,g,SVA1_FINALCUT,COSMOS
177091,2013/2/11 04:24:43,10:00:30.95,2:09:50.0,300.0,g,SVA1_FINALCUT,COSMOS
177092,2013/2/11 04:30:13,10:00:45.23,2:12:14.4,300.0,g,SVA1_FINALCUT,COSMOS
177093,2013/2/11 04:35:42,10:00:45.10,2:10:44.9,300.0,g,SVA1_FINALCUT,COSMOS
177115,2013/2/11 07:50:31,10:00:22.52,2:15:33.2,300.0,g,SVA1_FINALCUT,COSMOS
177116,2013/2/11 07:56:00,10:00:37.32,2:12:37.4,300.0,g,SVA1_FINALCUT,COSMOS
177117,2013/2/11 08:01:29,10:00:38.42,2:16:40.5,300.0,g,SVA1_FINALCUT,COSMOS
177118,2013/2/11 08:06:57,10:00:43.50,2:08:28.2,300.0,g,SVA1_FINALCUT,COSMOS
177119,2013/2/11 08:12:28,10:00:33.07,2:09:42.3,300.0,g,SVA1_FINALCUT,COSMOS
177120,2013/2/11 08:17:56,10:00:44.77,2:12:45.7,600.0,i,SVA1_FINALCUT,COSMOS
177121,2013/2/11 08:28:26,10:00:14.86,2:09:30.4,600.0,i,SVA1_FINALCUT,COSMOS
177122,2013/2/11 08:38:55,10:00:35.54,2:08:05.8,600.0,i,SVA1_FINALCUT,COSMOS
177327,2013/2/12 01:43:33,2:30:00.08,0:00:00.0,120.0,i,SVA1_FINALCUT,COSMOS
177328,2013/2/12 01:46:03,2:33:54.62,0:03:00.3,120.0,i,SVA1_FINALCUT,COSMOS
177329,2013/2/12 01:48:33,2:37:05.89,-0:00:00.2,120.0,i,SVA1_FINALCUT,COSMOS
177330,2013/2/12 01:51:05,2:41:00.43,0:03:00.3,120.0,i,SVA1_FINALCUT,COSMOS
177331,2013/2/12 01:53:33,2:44:09.36,0:00:00.0,120.0,i,SVA1_FINALCUT,COSMOS
177332,2013/2/12 01:56:03,2:48:03.90,0:03:00.5,120.0,i,SVA1_FINALCUT,COSMOS
177333,2013/2/12 01:58:32,2:51:10.82,0:00:00.2,120.0,i,SVA1_FINALCUT,COSMOS
177334,2013/2/12 02:01:02,2:55:05.33,0:03:00.8,120.0,i,SVA1_FINALCUT,COSMOS
177335,2013/2/12 02:03:31,2:58:10.53,0:00:00.4,120.0,i,SVA1_FINALCUT,COSMOS
177336,2013/2/12 02:06:02,3:02:05.07,0:03:01.0,120.0,i,SVA1_FINALCUT,COSMOS
177338,2013/2/12 02:16:12,10:00:35.29,2:16:33.2,600.0,i,SVA1_FINALCUT,COSMOS
177339,2013/2/12 02:26:40,10:00:21.10,2:16:37.1,600.0,i,SVA1_FINALCUT,COSMOS
177340,2013/2/12 02:37:09,10:00:46.09,2:10:59.7,600.0,i,SVA1_FINALCUT,COSMOS
177341,2013/2/12 02:47:37,10:00:29.72,2:12:23.9,600.0,r,SVA1_FINALCUT,COSMOS
177342,2013/2/12 02:58:05,10:00:44.27,2:10:49.1,600.0,r,SVA1_FINALCUT,COSMOS
177343,2013/2/12 03:08:34,10:00:26.16,2:16:54.9,600.0,r,SVA1_FINALCUT,COSMOS
177344,2013/2/12 03:19:04,10:00:13.88,2:08:29.1,600.0,r,SVA1_FINALCUT,COSMOS
177345,2013/2/12 03:29:33,10:00:38.45,2:16:08.8,600.0,r,SVA1_FINALCUT,COSMOS
177346,2013/2/12 03:40:01,10:00:29.32,2:16:53.3,600.0,r,SVA1_FINALCUT,COSMOS
177357,2013/2/12 07:01:15,10:00:30.70,2:12:33.5,600.0,g,SVA1_FINALCUT,COSMOS
177358,2013/2/12 07:11:43,10:00:18.77,2:09:33.4,600.0,g,SVA1_FINALCUT,COSMOS
177359,2013/2/12 07:22:11,10:00:42.82,2:09:33.3,600.0,g,SVA1_FINALCUT,COSMOS
177360,2013/2/12 07:32:41,10:00:42.89,2:15:33.4,600.0,g,SVA1_FINALCUT,COSMOS
177361,2013/2/12 07:43:12,10:00:18.94,2:15:32.7,600.0,g,SVA1_FINALCUT,COSMOS
177362,2013/2/12 07:53:42,10:00:49.06,2:09:12.9,600.0,r,SVA1_FINALCUT,COSMOS
177363,2013/2/12 08:04:10,10:00:24.98,2:09:19.8,600.0,r,SVA1_FINALCUT,COSMOS
177364,2013/2/12 08:14:39,10:00:19.03,2:07:56.4,600.0,r,SVA1_FINALCUT,COSMOS
177365,2013/2/12 08:25:09,10:00:13.37,2:16:44.2,600.0,r,SVA1_FINALCUT,COSMOS
177366,2013/2/12 08:35:38,10:00:45.15,2:12:53.0,600.0,r,SVA1_FINALCUT,COSMOS
177367,2013/2/12 08:46:07,10:00:21.24,2:13:35.2,600.0,r,SVA1_FINALCUT,COSMOS
177728,2013/2/13 01:54:16,10:00:24.97,2:13:46.1,600.0,i,SVA1_FINALCUT,COSMOS
177729,2013/2/13 02:04:44,10:00:39.04,2:09:26.0,600.0,i,SVA1_FINALCUT,COSMOS
177730,2013/2/13 02:15:13,10:00:33.76,2:14:05.1,600.0,i,SVA1_FINALCUT,COSMOS
177731,2013/2/13 02:25:41,10:00:38.90,2:16:32.8,600.0,i,SVA1_FINALCUT,COSMOS
177732,2013/2/13 02:36:09,10:00:35.78,2:08:18.8,600.0,i,SVA1_FINALCUT,COSMOS
177733,2013/2/13 02:46:39,10:00:51.28,2:14:57.7,600.0,i,SVA1_FINALCUT,COSMOS
177734,2013/2/13 02:57:08,10:00:17.20,2:08:37.8,600.0,i,SVA1_FINALCUT,COSMOS
177751,2013/2/13 07:45:23,10:00:50.05,2:16:55.5,600.0,i,SVA1_FINALCUT,COSMOS
177752,2013/2/13 07:55:52,10:00:19.59,2:12:07.1,600.0,i,SVA1_FINALCUT,COSMOS
177753,2013/2/13 08:06:21,10:00:28.32,2:15:17.5,600.0,i,SVA1_FINALCUT,COSMOS
177754,2013/2/13 08:16:48,10:00:28.94,2:09:14.7,600.0,i,SVA1_FINALCUT,COSMOS
177755,2013/2/13 08:27:16,10:00:22.26,2:09:38.7,600.0,i,SVA1_FINALCUT,COSMOS
177756,2013/2/13 08:37:44,10:00:20.08,2:13:21.3,600.0,i,SVA1_FINALCUT,COSMOS
178736,2013/2/18 01:25:37,4:22:08.17,-52:15:11.6,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_66-53 tiling 231
178740,2013/2/18 01:31:37,4:33:43.27,-49:32:01.6,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_70-50 tiling 239
178741,2013/2/18 01:33:40,4:24:16.97,-48:50:00.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_67-50 tiling 231
178743,2013/2/18 01:37:01,4:29:47.20,-48:46:01.6,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_67-50 tiling 233
178745,2013/2/18 01:40:19,4:38:19.41,-48:27:01.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 236
178747,2013/2/18 01:43:31,4:39:18.12,-48:22:12.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 237
178749,2013/2/18 01:46:52,4:22:47.27,-48:22:10.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_66-48 tiling 238
178751,2013/2/18 01:50:07,4:26:30.84,-48:05:15.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_66-48 tiling 236
178753,2013/2/18 01:53:27,4:34:16.81,-48:03:35.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 230
178754,2013/2/18 01:55:28,4:27:28.07,-48:02:36.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 237
178756,2013/2/18 01:58:49,4:40:30.66,-48:00:46.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 239
178758,2013/2/18 02:02:03,4:40:36.26,-47:58:37.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 232
178760,2013/2/18 02:05:23,4:28:39.70,-47:41:09.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 239
178761,2013/2/18 02:07:32,4:43:02.51,-47:39:53.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 231
178763,2013/2/18 02:10:46,4:38:33.14,-47:37:11.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 235
178765,2013/2/18 02:14:10,4:23:15.64,-47:00:29.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_66-48 tiling 234
178767,2013/2/18 02:17:26,4:29:31.58,-46:54:08.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 238
178768,2013/2/18 02:19:38,4:35:21.17,-46:08:49.6,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 232
178769,2013/2/18 02:21:38,4:29:58.94,-45:32:27.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 234
178771,2013/2/18 02:24:52,4:31:24.87,-45:26:29.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 233
178773,2013/2/18 02:29:11,5:24:10.02,-63:49:52.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-64 tiling 230
178776,2013/2/18 02:33:44,5:30:35.46,-63:23:26.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-64 tiling 235
178778,2013/2/18 02:37:07,5:45:12.20,-62:04:15.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 230
178780,2013/2/18 02:40:36,5:16:51.64,-61:40:20.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 230
178781,2013/2/18 02:42:42,5:25:45.40,-61:35:21.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 232
178782,2013/2/18 02:44:41,5:23:04.60,-61:31:27.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 239
178784,2013/2/18 02:48:01,5:37:01.68,-61:27:28.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 235
178786,2013/2/18 02:51:14,5:40:50.02,-61:20:55.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 231
178788,2013/2/18 02:54:41,5:11:37.22,-61:18:42.7,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-61 tiling 232
178790,2013/2/18 02:58:00,5:22:50.56,-61:13:55.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 235
178792,2013/2/18 03:01:19,5:32:04.80,-61:12:33.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 234
178794,2013/2/18 03:04:32,5:26:38.79,-61:10:34.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 231
178796,2013/2/18 03:07:51,5:34:09.49,-61:06:35.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 233
178798,2013/2/18 03:11:11,5:17:55.83,-60:59:00.3,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 234
178800,2013/2/18 03:14:24,5:12:32.10,-60:57:01.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 231
178802,2013/2/18 03:17:40,5:19:59.59,-60:53:02.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 233
178803,2013/2/18 03:19:52,5:37:55.12,-60:42:03.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 238
178805,2013/2/18 03:23:10,5:24:03.81,-60:30:26.3,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 238
178807,2013/2/18 03:26:25,5:28:24.63,-60:00:42.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 237
178809,2013/2/18 03:29:38,5:23:40.27,-59:50:05.3,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 230
178811,2013/2/18 03:32:58,5:32:04.36,-59:45:06.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 232
178813,2013/2/18 03:36:16,5:38:32.30,-59:20:21.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 234
178814,2013/2/18 03:38:22,5:24:40.83,-59:08:44.6,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 234
178815,2013/2/18 03:40:20,5:26:38.02,-59:02:46.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 233
178817,2013/2/18 03:43:36,5:35:19.11,-58:26:05.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_83-58 tiling 236
178819,2013/2/18 03:46:48,5:31:09.06,-57:21:19.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_83-58 tiling 234
178821,2013/2/18 03:50:01,5:33:00.49,-57:15:20.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_83-58 tiling 233
178822,2013/2/18 03:52:31,5:59:33.92,-64:34:44.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 236
178823,2013/2/18 03:54:32,5:56:42.85,-63:23:59.3,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 233
178825,2013/2/18 03:57:49,5:51:50.54,-60:50:39.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_88-60 tiling 238
178827,2013/2/18 04:01:52,5:57:23.13,-58:19:37.0,90.0,r,SVA1_FINALCUT,DES survey hex survey_89-58 tiling 1
178828,2013/2/18 04:05:10,6:22:35.00,-64:18:47.1,90.0,r,SVA1_FINALCUT,DES survey hex survey_96-64 tiling 1
178829,2013/2/18 04:07:08,6:22:34.98,-64:18:47.0,175.0,g,SVA1_FINALCUT,DES supernova hex SN-C2 tiling 20
178831,2013/2/18 04:17:13,6:22:27.71,-64:19:47.7,175.0,g,SVA1_FINALCUT,DES supernova hex SN-C2 tiling 20
178832,2013/2/18 04:20:37,6:22:27.71,-64:19:47.8,150.0,r,SVA1_FINALCUT,DES supernova hex SN-C2 tiling 20
178833,2013/2/18 04:23:36,6:22:27.73,-64:19:48.0,200.0,i,SVA1_FINALCUT,DES supernova hex SN-C2 tiling 20
178834,2013/2/18 04:27:24,6:22:27.71,-64:19:47.8,200.0,z,SVA1_FINALCUT,DES supernova hex SN-C2 tiling 21
178835,2013/2/18 04:31:12,6:22:27.50,-64:19:43.0,200.0,z,SVA1_FINALCUT,DES supernova hex SN-C2 tiling 22
179096,2013/2/19 01:10:56,4:26:24.43,-52:17:11.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_66-53 tiling 234
179097,2013/2/19 01:12:56,4:22:07.75,-52:15:11.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_66-53 tiling 231
179098,2013/2/19 01:15:03,4:28:02.86,-52:11:12.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_66-53 tiling 233
179099,2013/2/19 01:17:03,4:25:22.65,-51:25:12.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_68-51 tiling 237
179100,2013/2/19 01:19:11,4:38:59.46,-51:24:11.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_71-52 tiling 239
179101,2013/2/19 01:21:17,4:27:46.42,-50:13:41.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-50 tiling 238
179102,2013/2/19 01:23:20,4:33:43.02,-49:32:01.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_70-50 tiling 239
179103,2013/2/19 01:25:25,4:21:41.36,-49:10:54.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-50 tiling 239
179104,2013/2/19 01:27:38,4:41:53.14,-49:07:08.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_70-50 tiling 233
179105,2013/2/19 01:29:43,4:31:53.16,-49:06:55.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-50 tiling 235
179106,2013/2/19 01:31:44,4:28:16.59,-48:51:59.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-50 tiling 234
179107,2013/2/19 01:33:44,4:24:17.88,-48:50:00.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-50 tiling 231
179108,2013/2/19 01:35:48,4:29:48.16,-48:46:01.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-50 tiling 233
179109,2013/2/19 01:37:50,4:34:35.29,-48:43:56.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 238
179110,2013/2/19 01:39:50,4:38:20.50,-48:27:01.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 236
179111,2013/2/19 01:41:50,4:39:19.23,-48:22:12.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 237
179112,2013/2/19 01:44:04,4:22:48.32,-48:22:10.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_66-48 tiling 238
179113,2013/2/19 01:46:04,4:26:31.94,-48:05:14.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_66-48 tiling 236
179114,2013/2/19 01:48:14,4:34:17.98,-48:03:35.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 230
179115,2013/2/19 01:50:17,4:27:29.21,-48:02:35.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 237
179118,2013/2/19 02:02:48,3:30:27.55,-28:06:04.7,360.0,i,SVA1_FINALCUT,DES supernova hex SN-C3 tiling 30
179119,2013/2/19 02:09:17,3:30:27.46,-28:05:59.4,360.0,i,SVA1_FINALCUT,DES supernova hex SN-C3 tiling 31
179120,2013/2/19 02:15:46,3:30:27.25,-28:06:03.5,360.0,i,SVA1_FINALCUT,DES supernova hex SN-C3 tiling 32
179121,2013/2/19 02:22:14,3:30:27.50,-28:05:59.8,360.0,i,SVA1_FINALCUT,DES supernova hex SN-C3 tiling 33
179122,2013/2/19 02:28:43,3:30:27.68,-28:06:05.0,360.0,i,SVA1_FINALCUT,DES supernova hex SN-C3 tiling 34
179123,2013/2/19 02:38:01,3:30:27.58,-28:05:58.8,360.0,i,SVA1_FINALCUT,DES supernova hex SN-C3 tiling 31
179124,2013/2/19 02:45:04,3:30:27.39,-28:06:02.6,360.0,i,SVA1_FINALCUT,DES supernova hex SN-C3 tiling 32
179137,2013/2/19 03:13:29,4:40:33.18,-48:00:45.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 239
179138,2013/2/19 03:15:29,4:40:38.83,-47:58:36.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 232
179139,2013/2/19 03:17:43,4:22:32.54,-47:41:48.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_66-48 tiling 230
179140,2013/2/19 03:19:46,4:28:42.65,-47:41:08.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 239
179141,2013/2/19 03:21:53,4:38:35.78,-47:37:09.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_69-48 tiling 235
179142,2013/2/19 03:24:01,4:23:18.15,-47:00:27.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_66-48 tiling 234
179143,2013/2/19 03:26:06,4:29:34.22,-46:54:07.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 238
179144,2013/2/19 03:28:06,4:29:17.33,-46:13:47.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 230
179145,2013/2/19 03:30:13,4:35:23.94,-46:08:48.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 232
179146,2013/2/19 03:32:20,4:43:05.72,-45:46:48.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_70-47 tiling 233
179147,2013/2/19 03:34:27,4:30:02.68,-45:32:26.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 234
179148,2013/2/19 03:36:27,4:31:28.62,-45:26:28.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 233
179149,2013/2/19 03:38:33,4:40:48.01,-45:03:49.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 237
179150,2013/2/19 03:40:35,4:44:18.58,-44:21:29.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 231
179151,2013/2/19 03:42:33,4:44:18.52,-44:21:29.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 231
179153,2013/2/19 03:47:50,5:24:13.91,-63:49:51.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-64 tiling 230
179154,2013/2/19 03:49:54,5:25:22.57,-63:08:31.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-64 tiling 234
179155,2013/2/19 03:52:04,5:16:09.38,-63:07:39.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-64 tiling 235
179156,2013/2/19 03:54:04,5:16:54.09,-61:40:19.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 230
179157,2013/2/19 03:56:07,5:23:06.98,-61:31:25.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 239
179158,2013/2/19 03:58:11,5:11:39.52,-61:18:41.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-61 tiling 232
179159,2013/2/19 04:00:23,5:22:52.95,-61:13:54.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 235
179160,2013/2/19 04:02:22,5:17:58.18,-60:58:58.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 234
179161,2013/2/19 04:04:22,5:12:34.52,-60:56:59.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 231
179162,2013/2/19 04:06:26,5:20:02.08,-60:53:00.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 233
179163,2013/2/19 04:08:29,5:10:19.24,-60:15:49.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 238
179165,2013/2/19 04:11:44,5:15:17.71,-59:58:54.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 236
179166,2013/2/19 04:13:42,5:15:17.65,-59:58:54.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 236
179168,2013/2/19 04:16:53,5:14:39.16,-59:49:03.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 237
179169,2013/2/19 04:18:51,5:14:39.22,-59:49:04.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 237
179170,2013/2/19 04:20:50,5:18:16.50,-59:30:29.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 232
179172,2013/2/19 04:24:02,5:19:37.19,-59:06:43.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 231
179173,2013/2/19 04:26:01,5:21:49.12,-58:13:18.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 236
179174,2013/2/19 04:28:29,5:39:13.39,-64:42:37.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_85-64 tiling 238
179175,2013/2/19 04:30:41,5:59:36.24,-64:34:41.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 236
179176,2013/2/19 04:32:53,5:44:59.37,-64:25:42.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_85-64 tiling 236
179177,2013/2/19 04:35:03,5:53:21.26,-64:11:15.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 230
179178,2013/2/19 04:37:09,6:03:02.80,-64:06:17.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 232
179179,2013/2/19 04:39:16,5:48:24.86,-63:57:18.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_85-64 tiling 232
179180,2013/2/19 04:41:16,5:44:47.41,-63:48:49.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 239
179181,2013/2/19 04:43:27,5:59:51.79,-63:44:50.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 235
179182,2013/2/19 04:45:32,5:48:39.15,-63:27:56.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 231
179183,2013/2/19 04:47:34,5:54:31.07,-63:29:55.8,90.0,g,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 234
179184,2013/2/19 04:49:35,5:54:17.41,-61:59:16.4,90.0,g,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 232
179185,2013/2/19 04:51:35,5:54:17.35,-61:59:16.1,90.0,r,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 232
179186,2013/2/19 04:53:33,5:55:08.14,-61:28:02.8,90.0,g,SVA1_FINALCUT,DES east_commish hex east_commish_90-62 tiling 231
179341,2013/2/20 00:34:43,4:26:14.54,-45:30:25.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_67-46 tiling 231
