expnum,date,ra,dec,exptime,band,tag,object
275710,2014/1/19 05:02:52,5:26:40.58,-42:13:51.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 816-430 tiling 4
275711,2014/1/19 05:04:50,5:26:25.05,-43:00:29.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 816-430 tiling 1
275712,2014/1/19 05:06:49,5:23:24.30,-43:50:13.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 816-430 tiling 3
275713,2014/1/19 05:09:03,4:51:43.66,-42:13:48.6,90.0,z,Y1N_FIRSTCUT,DES survey hex 729-430 tiling 4
276020,2014/1/20 01:26:03,2:25:48.20,-4:35:42.8,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 75
276021,2014/1/20 01:32:02,2:25:48.18,-4:35:42.7,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 76
276022,2014/1/20 01:38:03,2:25:48.20,-4:35:42.8,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 77
276023,2014/1/20 01:44:02,2:25:48.19,-4:35:42.7,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 78
276024,2014/1/20 01:50:01,2:25:48.11,-4:35:47.4,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 79
276025,2014/1/20 01:56:00,2:25:48.12,-4:35:47.5,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 80
276026,2014/1/20 02:01:59,2:25:48.11,-4:35:47.4,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 81
276027,2014/1/20 02:07:58,2:25:48.13,-4:35:47.5,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 82
276028,2014/1/20 02:13:56,2:25:47.96,-4:35:44.3,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 83
276029,2014/1/20 02:19:55,2:25:47.96,-4:35:44.4,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 84
276030,2014/1/20 02:25:56,2:25:47.97,-4:35:44.5,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 85
276040,2014/1/20 02:49:27,3:51:52.35,-40:58:47.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 580-410 tiling 1
276041,2014/1/20 02:51:30,3:34:56.72,-40:58:45.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 537-410 tiling 1
276043,2014/1/20 02:56:49,3:21:13.27,-48:19:01.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 502-491 tiling 4
276045,2014/1/20 03:00:13,3:44:15.49,-53:09:12.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 561-532 tiling 1
276046,2014/1/20 03:02:12,3:51:05.57,-53:41:40.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 591-542 tiling 2
276049,2014/1/20 03:09:03,3:49:07.09,-57:12:39.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 573-572 tiling 1
276052,2014/1/20 03:13:37,3:56:55.75,-57:45:05.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 607-582 tiling 2
276055,2014/1/20 03:18:22,3:56:16.50,-54:10:05.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 591-542 tiling 1
276058,2014/1/20 03:22:51,3:38:24.62,-58:13:33.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 546-582 tiling 1
276059,2014/1/20 03:24:59,3:52:04.20,-59:14:24.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 580-592 tiling 1
276060,2014/1/20 03:27:06,4:12:12.63,-56:11:45.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 631-562 tiling 1
276062,2014/1/20 03:30:20,4:02:25.11,-55:10:54.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 606-552 tiling 1
276064,2014/1/20 03:33:34,3:53:37.79,-52:08:18.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 584-521 tiling 1
276065,2014/1/20 03:35:32,3:53:56.23,-51:21:39.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 584-521 tiling 4
276067,2014/1/20 03:38:48,4:02:36.03,-51:07:25.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 606-511 tiling 1
276068,2014/1/20 03:40:48,3:51:16.81,-50:06:33.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 578-501 tiling 1
276069,2014/1/20 03:42:47,3:59:57.66,-49:05:40.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 600-491 tiling 1
276070,2014/1/20 03:44:46,3:49:11.11,-48:04:48.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 573-481 tiling 1
276071,2014/1/20 03:46:48,4:02:12.49,-48:04:51.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 606-481 tiling 1
276072,2014/1/20 03:48:46,3:57:36.11,-47:03:57.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 594-471 tiling 1
276073,2014/1/20 03:50:50,4:12:49.56,-47:03:59.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 632-471 tiling 1
276074,2014/1/20 03:52:50,4:04:37.11,-46:03:04.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 612-461 tiling 1
276075,2014/1/20 03:55:12,4:41:26.58,-46:03:07.6,90.0,i,Y1N_FIRSTCUT,DES survey hex 704-461 tiling 1
276076,2014/1/20 03:57:12,4:32:51.26,-45:02:12.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 682-450 tiling 1
276077,2014/1/20 03:59:11,4:42:19.51,-44:01:20.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 706-440 tiling 1
276078,2014/1/20 04:01:11,4:43:07.12,-41:59:36.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 708-420 tiling 1
276079,2014/1/20 04:03:12,4:33:59.70,-43:00:31.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 685-430 tiling 1
276080,2014/1/20 04:05:12,4:35:01.42,-40:58:44.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 688-410 tiling 1
276081,2014/1/20 04:07:11,4:35:16.51,-40:12:06.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 688-410 tiling 4
276082,2014/1/20 04:09:16,4:52:12.04,-40:12:06.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 730-410 tiling 4
276083,2014/1/20 04:12:09,4:59:51.28,-46:03:05.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 750-461 tiling 1
276084,2014/1/20 04:14:09,4:59:35.19,-48:04:51.6,90.0,i,Y1N_FIRSTCUT,DES survey hex 749-481 tiling 1
276085,2014/1/20 04:16:32,4:15:33.57,-60:04:07.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 650-592 tiling 3
276088,2014/1/20 04:21:02,4:29:23.04,-61:30:18.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 672-623 tiling 4
276090,2014/1/20 04:24:17,4:36:53.92,-64:07:35.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 705-633 tiling 3
276091,2014/1/20 04:26:17,4:40:25.22,-64:32:58.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 700-653 tiling 4
276092,2014/1/20 04:28:43,5:23:55.78,-62:16:58.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 810-623 tiling 1
276093,2014/1/20 04:30:41,5:18:21.74,-61:04:57.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 807-603 tiling 3
276094,2014/1/20 04:32:39,5:24:19.88,-61:30:22.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 810-623 tiling 4
276095,2014/1/20 04:34:41,5:36:39.78,-61:16:06.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 842-613 tiling 1
276096,2014/1/20 04:36:42,5:22:51.28,-60:15:14.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 807-603 tiling 1
276097,2014/1/20 04:38:48,5:44:07.00,-61:05:00.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 872-603 tiling 3
276098,2014/1/20 04:40:49,5:37:03.15,-60:29:27.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 842-613 tiling 4
276350,2014/1/21 01:02:49,2:31:14.58,-41:31:12.8,90.0,r,Y1N_FIRSTCUT,DES survey hex 388-420 tiling 2
276351,2014/1/21 01:05:52,0:50:24.02,-41:48:30.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 133-410 tiling 3
276352,2014/1/21 01:07:51,0:49:13.28,-42:32:07.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 133-430 tiling 2
276353,2014/1/21 01:09:51,0:53:38.54,-42:13:48.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 133-430 tiling 4
276354,2014/1/21 01:11:49,0:58:59.00,-42:49:22.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 155-420 tiling 3
276355,2014/1/21 01:13:48,0:58:04.48,-43:32:59.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 156-440 tiling 2
276356,2014/1/21 01:15:49,0:58:04.49,-43:32:57.1,90.0,r,Y1N_FIRSTCUT,DES survey hex 156-440 tiling 2
276357,2014/1/21 01:17:47,1:02:34.13,-43:14:40.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 156-440 tiling 4
276358,2014/1/21 01:19:47,0:57:50.90,-41:31:12.8,90.0,r,Y1N_FIRSTCUT,DES survey hex 155-420 tiling 2
276359,2014/1/21 01:21:46,1:02:11.96,-41:12:56.6,90.0,r,Y1N_FIRSTCUT,DES survey hex 155-420 tiling 4
276360,2014/1/21 01:23:44,1:06:12.43,-40:30:19.8,90.0,r,Y1N_FIRSTCUT,DES survey hex 176-410 tiling 2
276361,2014/1/21 01:25:42,1:10:29.50,-40:12:04.3,90.0,g,Y1N_FIRSTCUT,DES survey hex 176-410 tiling 4
276362,2014/1/21 01:27:40,1:10:29.49,-40:12:05.1,90.0,r,Y1N_FIRSTCUT,DES survey hex 176-410 tiling 4
276363,2014/1/21 01:29:45,1:27:25.02,-40:12:06.9,90.0,g,Y1N_FIRSTCUT,DES survey hex 218-410 tiling 4
276364,2014/1/21 01:31:45,1:19:23.48,-41:12:59.8,90.0,g,Y1N_FIRSTCUT,DES survey hex 198-420 tiling 4
276365,2014/1/21 01:33:43,1:19:24.47,-41:12:57.3,90.0,r,Y1N_FIRSTCUT,DES survey hex 198-420 tiling 4
276366,2014/1/21 01:35:51,1:41:10.64,-41:48:31.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 260-410 tiling 3
276367,2014/1/21 01:37:49,1:41:38.61,-42:32:07.5,90.0,r,Y1N_FIRSTCUT,DES survey hex 265-430 tiling 2
276368,2014/1/21 01:39:54,1:21:23.36,-45:16:28.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 203-461 tiling 4
276369,2014/1/21 01:41:53,1:22:33.71,-47:18:11.4,90.0,r,Y1N_FIRSTCUT,DES survey hex 206-481 tiling 4
276370,2014/1/21 01:43:52,1:31:20.41,-46:17:17.0,90.0,r,Y1N_FIRSTCUT,DES survey hex 228-471 tiling 4
276371,2014/1/21 01:45:59,1:52:27.48,-45:34:40.3,90.0,r,Y1N_FIRSTCUT,DES survey hex 292-461 tiling 2
276372,2014/1/21 01:48:00,1:52:27.47,-45:34:41.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 292-461 tiling 2
276373,2014/1/21 01:49:59,1:49:52.73,-47:36:27.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 286-481 tiling 2
276374,2014/1/21 01:52:09,2:06:55.39,-49:38:10.2,90.0,r,Y1N_FIRSTCUT,DES survey hex 329-501 tiling 2
276375,2014/1/21 01:54:15,2:26:50.86,-49:38:12.6,90.0,g,Y1N_FIRSTCUT,DES survey hex 379-501 tiling 2
276376,2014/1/21 01:56:42,1:43:47.67,-49:19:53.1,90.0,g,Y1N_FIRSTCUT,DES survey hex 259-501 tiling 4
276377,2014/1/21 01:58:49,2:04:35.34,-51:39:56.3,90.0,r,Y1N_FIRSTCUT,DES survey hex 324-521 tiling 2
276378,2014/1/21 02:00:51,1:49:19.78,-54:42:32.0,90.0,r,Y1N_FIRSTCUT,DES survey hex 287-552 tiling 2
276379,2014/1/21 02:02:51,1:54:58.06,-54:24:13.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 287-552 tiling 4
276380,2014/1/21 02:05:02,2:23:47.22,-53:41:36.9,90.0,g,Y1N_FIRSTCUT,DES survey hex 372-542 tiling 2
276381,2014/1/21 02:07:09,1:58:59.08,-55:43:25.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 311-562 tiling 2
276382,2014/1/21 02:09:16,2:21:57.19,-55:43:25.7,90.0,r,Y1N_FIRSTCUT,DES survey hex 368-562 tiling 2
276383,2014/1/21 02:11:18,2:06:13.09,-58:46:01.0,90.0,g,Y1N_FIRSTCUT,DES survey hex 330-592 tiling 2
276384,2014/1/21 02:13:22,2:21:23.30,-59:03:16.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 364-582 tiling 3
276385,2014/1/21 02:15:21,2:17:28.33,-59:46:53.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 359-603 tiling 2
276386,2014/1/21 02:17:31,2:43:13.66,-59:46:53.8,90.0,r,Y1N_FIRSTCUT,DES survey hex 423-603 tiling 2
276387,2014/1/21 02:19:39,2:56:11.22,-58:45:58.8,90.0,r,Y1N_FIRSTCUT,DES survey hex 455-592 tiling 2
276390,2014/1/21 02:24:20,2:13:07.83,-56:00:36.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 343-552 tiling 3
276391,2014/1/21 02:27:10,3:32:48.61,-52:08:17.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 532-521 tiling 1
276392,2014/1/21 02:29:10,3:21:52.90,-51:07:25.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 505-511 tiling 1
276393,2014/1/21 02:31:39,4:14:55.17,-54:10:04.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 637-542 tiling 1
276394,2014/1/21 02:33:40,4:22:31.05,-57:12:39.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 656-572 tiling 1
276395,2014/1/21 02:35:48,4:46:06.75,-57:12:41.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 715-572 tiling 1
276396,2014/1/21 02:37:47,4:35:10.68,-56:11:45.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 688-562 tiling 1
276397,2014/1/21 02:40:56,3:37:38.43,-29:49:11.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 544-298 tiling 1
276398,2014/1/21 02:43:52,5:04:33.53,-48:37:19.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 773-491 tiling 2
276399,2014/1/21 02:45:50,5:05:49.42,-49:55:22.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 773-491 tiling 3
276400,2014/1/21 02:47:51,5:09:11.68,-49:05:43.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 773-491 tiling 1
276401,2014/1/21 02:50:35,3:53:35.21,-43:00:28.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 584-430 tiling 1
276402,2014/1/21 02:53:04,3:30:10.95,-28:01:37.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 525-288 tiling 4
276403,2014/1/21 02:55:03,3:33:26.59,-27:19:02.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 542-278 tiling 2
276404,2014/1/21 02:57:03,3:33:47.67,-26:35:24.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 541-258 tiling 3
276405,2014/1/21 02:59:02,3:40:17.16,-26:18:10.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 559-268 tiling 2
276406,2014/1/21 03:01:00,3:33:47.58,-26:35:28.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 541-258 tiling 3
276408,2014/1/21 03:04:13,3:37:06.62,-27:00:50.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 542-278 tiling 4
276410,2014/1/21 03:07:25,3:26:56.54,-27:36:20.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 523-268 tiling 3
276411,2014/1/21 03:09:25,3:26:57.44,-27:36:18.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 523-268 tiling 3
276414,2014/1/21 03:13:50,3:26:28.94,-28:19:57.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 525-288 tiling 2
276415,2014/1/21 03:15:50,3:36:53.70,-27:47:26.6,90.0,i,Y1N_FIRSTCUT,DES survey hex 542-278 tiling 1
276416,2014/1/21 03:17:48,3:36:53.70,-27:47:27.6,90.0,z,Y1N_FIRSTCUT,DES survey hex 542-278 tiling 1
276417,2014/1/21 03:19:47,3:41:15.32,-27:36:17.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 559-268 tiling 3
276418,2014/1/21 03:21:46,3:41:16.28,-27:36:18.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 559-268 tiling 3
276421,2014/1/21 03:26:16,3:41:03.93,-28:19:57.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 561-288 tiling 2
276422,2014/1/21 03:28:16,3:34:25.18,-28:37:13.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 542-278 tiling 3
276423,2014/1/21 03:30:14,3:29:57.95,-28:48:21.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 525-288 tiling 1
276424,2014/1/21 03:32:14,3:29:57.99,-28:48:19.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 525-288 tiling 1
276425,2014/1/21 03:34:13,3:34:25.24,-28:37:09.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 542-278 tiling 3
276428,2014/1/21 03:38:39,3:37:51.60,-29:02:33.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 544-298 tiling 4
276430,2014/1/21 03:42:18,4:01:18.21,-41:59:38.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 603-420 tiling 1
276431,2014/1/21 03:44:19,4:03:23.80,-44:01:21.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 608-440 tiling 1
276432,2014/1/21 03:46:18,4:01:10.32,-40:58:44.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 603-410 tiling 1
276433,2014/1/21 03:48:29,4:18:05.86,-40:58:46.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 645-410 tiling 1
276434,2014/1/21 03:50:38,4:18:06.74,-40:58:45.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 671-511 tiling 1
276435,2014/1/21 03:52:39,4:26:48.37,-53:09:12.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 667-532 tiling 1
276436,2014/1/21 03:54:45,4:47:10.62,-55:10:57.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 718-552 tiling 1
276437,2014/1/21 03:57:32,4:36:44.78,-54:10:01.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 692-542 tiling 1
276438,2014/1/21 03:59:56,4:01:05.95,-61:04:59.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 614-603 tiling 3
276439,2014/1/21 04:01:56,4:10:37.91,-60:47:42.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 642-613 tiling 2
276440,2014/1/21 04:03:56,4:10:37.88,-60:47:43.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 642-613 tiling 2
276442,2014/1/21 04:07:09,4:16:55.03,-61:16:10.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 642-613 tiling 1
276443,2014/1/21 04:09:10,4:26:13.50,-64:18:44.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 666-643 tiling 1
276444,2014/1/21 04:11:09,4:32:45.44,-64:51:14.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 700-653 tiling 2
276446,2014/1/21 04:14:21,4:26:39.29,-63:32:03.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 666-643 tiling 4
276447,2014/1/21 04:16:21,4:22:29.38,-61:48:35.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 672-623 tiling 2
276448,2014/1/21 04:18:21,4:26:51.23,-61:04:56.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 678-603 tiling 3
276449,2014/1/21 04:20:20,4:35:09.71,-62:49:29.6,90.0,i,Y1N_FIRSTCUT,DES survey hex 705-633 tiling 2
276450,2014/1/21 04:22:18,4:35:09.69,-62:49:27.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 705-633 tiling 2
276451,2014/1/21 04:24:17,4:41:52.57,-63:17:54.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 705-633 tiling 1
276453,2014/1/21 04:27:30,4:42:17.52,-62:31:10.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 705-633 tiling 4
276454,2014/1/21 04:29:29,4:42:17.50,-62:31:12.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 705-633 tiling 4
276456,2014/1/21 04:32:41,4:38:51.39,-62:05:48.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 709-613 tiling 3
276457,2014/1/21 04:34:41,4:43:29.95,-61:16:06.6,90.0,i,Y1N_FIRSTCUT,DES survey hex 709-613 tiling 1
276458,2014/1/21 04:36:39,4:43:53.28,-60:29:26.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 709-613 tiling 4
276459,2014/1/21 04:38:39,4:43:53.29,-60:29:27.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 709-613 tiling 4
276461,2014/1/21 04:41:55,4:51:39.18,-63:06:43.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 741-623 tiling 3
276673,2014/1/22 01:00:46,3:26:56.56,-27:36:20.0,90.0,r,Y1N_FIRSTCUT,DES survey hex 523-268 tiling 3
276674,2014/1/22 01:04:16,1:06:12.42,-40:30:22.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 176-410 tiling 2
276675,2014/1/22 01:06:22,1:27:25.01,-40:12:04.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 218-410 tiling 4
276676,2014/1/22 01:08:49,0:57:50.91,-41:31:15.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 155-420 tiling 2
276677,2014/1/22 01:10:49,1:02:11.96,-41:12:56.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 155-420 tiling 4
276678,2014/1/22 01:12:47,1:06:41.74,-42:32:06.6,90.0,i,Y1N_FIRSTCUT,DES survey hex 177-430 tiling 2
276679,2014/1/22 01:14:46,1:10:29.49,-40:12:05.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 176-410 tiling 4
276680,2014/1/22 01:16:59,0:59:31.67,-46:52:50.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 157-461 tiling 3
276681,2014/1/22 01:18:57,1:03:56.75,-49:19:56.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 159-501 tiling 4
276682,2014/1/22 01:20:58,1:10:06.75,-52:40:47.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 188-532 tiling 2
276683,2014/1/22 01:23:32,2:11:42.54,-54:42:32.4,90.0,g,Y1N_FIRSTCUT,DES survey hex 343-552 tiling 2
276684,2014/1/22 01:25:55,1:23:04.51,-55:43:25.2,90.0,r,Y1N_FIRSTCUT,DES survey hex 221-562 tiling 2
276685,2014/1/22 01:27:53,1:23:04.55,-55:43:22.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 221-562 tiling 2
276686,2014/1/22 01:30:02,1:46:02.61,-55:43:25.5,90.0,r,Y1N_FIRSTCUT,DES survey hex 279-562 tiling 2
276687,2014/1/22 01:32:09,1:33:25.60,-59:28:35.4,90.0,g,Y1N_FIRSTCUT,DES survey hex 233-603 tiling 4
276688,2014/1/22 01:34:20,1:51:43.15,-59:46:53.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 295-603 tiling 2
276689,2014/1/22 01:36:19,1:58:11.39,-59:28:34.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 295-603 tiling 4
276690,2014/1/22 01:38:20,1:55:35.96,-57:45:08.7,90.0,g,Y1N_FIRSTCUT,DES survey hex 303-582 tiling 2
276691,2014/1/22 01:40:18,1:55:15.21,-57:26:50.1,90.0,g,Y1N_FIRSTCUT,DES survey hex 287-582 tiling 4
276692,2014/1/22 01:43:08,3:27:05.13,-59:14:25.1,90.0,g,Y1N_FIRSTCUT,DES survey hex 518-592 tiling 1
276693,2014/1/22 01:45:06,3:27:05.12,-59:14:23.4,90.0,r,Y1N_FIRSTCUT,DES survey hex 518-592 tiling 1
276694,2014/1/22 01:48:15,1:49:08.96,-57:45:05.9,90.0,r,Y1N_FIRSTCUT,DES survey hex 287-582 tiling 2
276695,2014/1/22 01:50:15,1:55:35.96,-57:45:08.5,90.0,r,Y1N_FIRSTCUT,DES survey hex 303-582 tiling 2
276696,2014/1/22 01:52:13,1:55:35.95,-57:45:07.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 303-582 tiling 2
276697,2014/1/22 01:54:13,1:55:15.15,-57:26:50.0,90.0,r,Y1N_FIRSTCUT,DES survey hex 287-582 tiling 4
276698,2014/1/22 01:56:13,1:55:15.19,-57:26:51.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 287-582 tiling 4
276699,2014/1/22 01:58:15,2:06:13.13,-58:46:01.6,90.0,r,Y1N_FIRSTCUT,DES survey hex 330-592 tiling 2
276700,2014/1/22 02:00:14,2:06:13.17,-58:45:59.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 330-592 tiling 2
276701,2014/1/22 02:02:47,2:01:57.58,-53:41:37.3,90.0,g,Y1N_FIRSTCUT,DES survey hex 318-542 tiling 2
276702,2014/1/22 02:04:47,2:01:57.62,-53:41:38.3,90.0,r,Y1N_FIRSTCUT,DES survey hex 318-542 tiling 2
276703,2014/1/22 02:06:59,2:23:47.25,-53:41:39.4,90.0,r,Y1N_FIRSTCUT,DES survey hex 372-542 tiling 2
276704,2014/1/22 02:08:59,2:13:58.04,-52:40:45.3,90.0,r,Y1N_FIRSTCUT,DES survey hex 348-532 tiling 2
276705,2014/1/22 02:10:59,2:25:24.47,-51:39:52.9,90.0,g,Y1N_FIRSTCUT,DES survey hex 376-521 tiling 2
276706,2014/1/22 02:13:10,2:10:52.15,-45:34:41.2,90.0,r,Y1N_FIRSTCUT,DES survey hex 338-461 tiling 2
276707,2014/1/22 02:15:09,2:02:41.21,-44:33:47.9,90.0,r,Y1N_FIRSTCUT,DES survey hex 317-450 tiling 2
276708,2014/1/22 02:17:09,2:02:41.19,-44:33:49.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 317-450 tiling 2
276709,2014/1/22 02:19:09,2:10:52.17,-45:34:43.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 338-461 tiling 2
276710,2014/1/22 02:21:09,2:20:46.23,-44:33:48.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 363-450 tiling 2
276711,2014/1/22 02:23:07,2:12:32.56,-43:32:55.7,90.0,r,Y1N_FIRSTCUT,DES survey hex 342-440 tiling 2
276712,2014/1/22 02:25:07,2:23:12.63,-40:30:21.0,90.0,g,Y1N_FIRSTCUT,DES survey hex 368-410 tiling 2
276713,2014/1/22 02:27:12,2:40:08.15,-40:30:22.3,90.0,g,Y1N_FIRSTCUT,DES survey hex 410-410 tiling 2
276714,2014/1/22 02:29:14,2:23:12.54,-40:30:19.4,90.0,r,Y1N_FIRSTCUT,DES survey hex 368-410 tiling 2
276715,2014/1/22 02:31:13,2:23:12.59,-40:30:20.6,90.0,i,Y1N_FIRSTCUT,DES survey hex 368-410 tiling 2
276716,2014/1/22 02:33:17,2:40:08.14,-40:30:22.6,90.0,r,Y1N_FIRSTCUT,DES survey hex 410-410 tiling 2
276717,2014/1/22 02:35:16,2:48:26.17,-41:31:15.9,90.0,g,Y1N_FIRSTCUT,DES survey hex 431-420 tiling 2
