expnum,date,ra,dec,exptime,band,tag,object,accepted,t_eff,fwhm_asec,ellipticity,analyst,lastchanged_time
373288,2014/10/31 05:16:59,2:25:48.63,-4:36:15.3,330.0,z,None,DES supernova hex SN-X3 tiling 81,True,0.388,1.063,0.095,assess_RUN_v25475,2014/10/31 08:08:12
373289,2014/10/31 05:22:57,2:25:48.62,-4:36:15.3,330.0,z,None,DES supernova hex SN-X3 tiling 82,False,0.254,1.043,0.09,assess_RUN_v25475,2014/10/31 08:06:05
373290,2014/10/31 05:28:56,2:25:48.47,-4:36:12.4,330.0,z,None,DES supernova hex SN-X3 tiling 83,True,0.734,1.007,0.11,assess_RUN_v25475,2014/10/31 08:20:10
373291,2014/10/31 05:34:54,2:25:48.45,-4:36:12.4,330.0,z,None,DES supernova hex SN-X3 tiling 84,True,0.681,1.17,0.104,assess_RUN_v25475,2014/10/31 08:27:52
373292,2014/10/31 05:40:52,2:25:48.46,-4:36:12.4,330.0,z,None,DES supernova hex SN-X3 tiling 85,True,0.631,1.199,0.102,assess_RUN_v25475,2014/10/31 08:57:01
373341,2014/10/31 07:26:13,3:30:35.22,-28:06:18.0,330.0,z,None,DES supernova hex SN-C3 tiling 75,True,0.499,1.145,0.082,assess_RUN_v25475,2014/10/31 10:31:32
373342,2014/10/31 07:32:12,3:30:35.25,-28:06:18.0,330.0,z,None,DES supernova hex SN-C3 tiling 76,True,0.495,1.104,0.083,assess_RUN_v25475,2014/10/31 10:48:55
373343,2014/10/31 07:38:10,3:30:35.24,-28:06:17.9,330.0,z,None,DES supernova hex SN-C3 tiling 77,True,0.361,1.318,0.073,assess_RUN_v25475,2014/10/31 10:31:03
373344,2014/10/31 07:44:08,3:30:35.25,-28:06:18.0,330.0,z,None,DES supernova hex SN-C3 tiling 78,True,0.376,1.278,0.082,assess_RUN_v25475,2014/10/31 18:49:21
373345,2014/10/31 07:50:05,3:30:35.14,-28:06:22.7,330.0,z,None,DES supernova hex SN-C3 tiling 79,True,0.39,1.245,0.083,assess_RUN_v25475,2014/10/31 10:51:08
373346,2014/10/31 07:56:03,3:30:35.15,-28:06:22.7,330.0,z,None,DES supernova hex SN-C3 tiling 80,True,0.325,1.334,0.074,assess_RUN_v25475,2014/10/31 10:54:59
373347,2014/10/31 08:02:01,3:30:35.15,-28:06:22.6,330.0,z,None,DES supernova hex SN-C3 tiling 81,True,0.301,1.357,0.072,assess_RUN_v25475,2014/10/31 10:43:00
373348,2014/10/31 08:07:59,3:30:35.15,-28:06:22.8,330.0,z,None,DES supernova hex SN-C3 tiling 82,False,0.24,1.51,0.063,assess_RUN_v25475,2014/10/31 10:10:10
373349,2014/10/31 08:13:56,3:30:34.97,-28:06:19.7,330.0,z,None,DES supernova hex SN-C3 tiling 83,False,0.29,1.37,0.07,assess_RUN_v25475,2014/10/31 18:28:52
373350,2014/10/31 08:19:54,3:30:34.96,-28:06:19.7,330.0,z,None,DES supernova hex SN-C3 tiling 84,False,0.248,1.494,0.067,assess_RUN_v25475,2014/10/31 11:09:52
373351,2014/10/31 08:25:51,3:30:34.97,-28:06:19.7,330.0,z,None,DES supernova hex SN-C3 tiling 85,True,0.354,1.23,0.076,assess_RUN_v25475,2014/10/31 18:44:47
373353,2014/10/31 08:33:32,3:37:05.48,-29:05:30.2,175.0,g,None,DES supernova hex SN-C2 tiling 20,True,0.302,1.558,0.199,assess_RUN_v25475,2014/10/31 10:55:01
373354,2014/10/31 08:36:54,3:37:05.51,-29:05:30.2,150.0,r,None,DES supernova hex SN-C2 tiling 20,True,0.321,1.352,0.136,assess_RUN_v25475,2014/10/31 11:10:27
373355,2014/10/31 08:39:52,3:37:05.49,-29:05:30.3,200.0,i,None,DES supernova hex SN-C2 tiling 20,True,0.368,1.183,0.097,assess_RUN_v25475,2014/10/31 18:46:00
373356,2014/10/31 08:43:39,3:37:05.52,-29:05:30.3,200.0,z,None,DES supernova hex SN-C2 tiling 21,True,0.505,1.055,0.089,assess_RUN_v25475,2014/10/31 11:04:58
373911,2014/11/1 06:42:22,2:25:48.16,-4:36:09.3,360.0,i,None,DES supernova hex SN-X3 tiling 30,False,0.0,1.302,0.229,assess_RUN_v25475,2014/11/2 00:45:14
373912,2014/11/1 06:48:50,2:25:48.15,-4:36:09.3,360.0,i,None,DES supernova hex SN-X3 tiling 31,False,0.0,1.078,0.196,assess_RUN_v25475,2014/11/2 00:42:06
373913,2014/11/1 06:55:18,2:25:48.08,-4:36:14.1,360.0,i,None,DES supernova hex SN-X3 tiling 32,False,0.0,1.207,0.312,assess_RUN_v25475,2014/11/2 00:57:20
373914,2014/11/1 07:01:46,2:25:48.08,-4:36:13.9,360.0,i,None,DES supernova hex SN-X3 tiling 33,False,0.0,1.228,0.288,assess_RUN_v25475,2014/11/2 00:39:01
373915,2014/11/1 07:08:14,2:25:47.93,-4:36:10.9,360.0,i,None,DES supernova hex SN-X3 tiling 34,False,0.0,1.511,0.326,assess_RUN_v25475,2014/11/3 13:36:28
374259,2014/11/2 05:27:39,2:51:16.86,0:00:00.0,175.0,g,None,DES supernova hex SN-S1 tiling 20,False,0.052,1.656,0.218,assess_RUN_v25475,2014/11/2 14:24:12
374260,2014/11/2 05:31:02,2:51:16.85,0:00:00.0,150.0,r,None,DES supernova hex SN-S1 tiling 20,False,0.081,1.504,0.084,assess_RUN_v25475,2014/11/2 14:31:28
374261,2014/11/2 05:33:59,2:51:16.87,0:00:00.0,200.0,i,None,DES supernova hex SN-S1 tiling 20,False,0.119,1.341,0.075,assess_RUN_v25475,2014/11/2 14:34:15
374262,2014/11/2 05:37:48,2:51:16.87,0:00:00.0,200.0,z,None,DES supernova hex SN-S1 tiling 21,False,0.189,1.221,0.09,assess_RUN_v25475,2014/11/2 14:12:54
374263,2014/11/2 05:41:37,2:51:16.77,-0:00:04.8,200.0,z,None,DES supernova hex SN-S1 tiling 22,False,0.1,1.403,0.063,assess_RUN_v25475,2014/11/2 14:06:22
374265,2014/11/2 05:48:13,3:37:05.79,-29:05:32.7,175.0,g,None,DES supernova hex SN-C2 tiling 20,False,0.05,1.427,0.259,assess_RUN_v25475,2014/11/2 14:10:00
374266,2014/11/2 05:51:36,3:37:05.79,-29:05:32.7,150.0,r,None,DES supernova hex SN-C2 tiling 20,False,0.086,1.314,0.113,assess_RUN_v25475,2014/11/2 14:37:12
374267,2014/11/2 05:54:35,3:37:05.78,-29:05:32.8,200.0,i,None,DES supernova hex SN-C2 tiling 20,False,0.125,1.28,0.075,assess_RUN_v25475,2014/11/2 14:16:25
374268,2014/11/2 05:58:22,3:37:05.79,-29:05:32.7,200.0,z,None,DES supernova hex SN-C2 tiling 21,True,0.382,1.125,0.08,assess_RUN_v25475,2014/11/2 14:36:21
374269,2014/11/2 06:02:10,3:37:05.72,-29:05:37.4,200.0,z,None,DES supernova hex SN-C2 tiling 22,True,0.607,1.036,0.088,assess_RUN_v25475,2014/11/2 14:33:34
374271,2014/11/2 06:07:38,3:30:35.25,-28:06:07.4,200.0,g,None,DES supernova hex SN-C3 tiling 23,False,0.046,1.34,0.243,assess_RUN_v25475,2014/11/2 14:18:28
374272,2014/11/2 06:11:26,3:30:35.16,-28:06:12.2,200.0,g,None,DES supernova hex SN-C3 tiling 24,False,0.049,1.347,0.342,assess_RUN_v25475,2014/11/2 14:44:38
374273,2014/11/2 06:15:14,3:30:34.95,-28:06:09.1,200.0,g,None,DES supernova hex SN-C3 tiling 25,False,0.02,1.34,0.371,assess_RUN_v25475,2014/11/2 14:45:54
374275,2014/11/2 06:20:47,3:30:34.97,-28:06:07.2,400.0,r,None,DES supernova hex SN-C3 tiling 23,False,0.018,1.315,0.101,assess_RUN_v25475,2014/11/2 14:53:50
374276,2014/11/2 06:27:55,3:30:34.87,-28:06:12.1,400.0,r,None,DES supernova hex SN-C3 tiling 24,False,0.013,1.21,0.102,assess_RUN_v25475,2014/11/2 16:19:02
374277,2014/11/2 06:35:03,3:30:34.68,-28:06:09.0,400.0,r,None,DES supernova hex SN-C3 tiling 25,False,0.033,1.161,0.147,assess_RUN_v25475,2014/11/2 14:50:52
374525,2014/11/3 05:10:03,2:44:46.56,-0:59:25.6,175.0,g,None,DES supernova hex SN-S2 tiling 20,False,0.054,1.203,0.113,assess_RUN_v25475,2014/11/3 04:09:48
374526,2014/11/3 05:13:26,2:44:46.54,-0:59:25.6,150.0,r,None,DES supernova hex SN-S2 tiling 20,False,0.169,1.012,0.107,assess_RUN_v25475,2014/11/3 05:04:53
374527,2014/11/3 05:16:25,2:44:46.55,-0:59:25.6,200.0,i,None,DES supernova hex SN-S2 tiling 20,False,0.27,1.075,0.096,assess_RUN_v25475,2014/11/3 05:39:37
374528,2014/11/3 05:20:13,2:44:46.57,-0:59:25.7,200.0,z,None,DES supernova hex SN-S2 tiling 21,True,0.473,1.039,0.087,assess_RUN_v25475,2014/11/3 05:16:03
374529,2014/11/3 05:24:01,2:44:46.48,-0:59:30.4,200.0,z,None,DES supernova hex SN-S2 tiling 22,True,0.489,1.014,0.088,assess_RUN_v25475,2014/11/3 05:15:44
375351,2014/11/5 03:05:36,3:30:36.48,-28:06:04.9,360.0,i,None,DES supernova hex SN-C3 tiling 30,False,0.1,1.451,0.068,assess_RUN_v25475,2014/11/5 07:07:30
375352,2014/11/5 03:12:04,3:30:36.46,-28:06:04.9,360.0,i,None,DES supernova hex SN-C3 tiling 31,False,0.102,1.446,0.067,assess_RUN_v25475,2014/11/5 07:03:42
375353,2014/11/5 03:18:31,3:30:36.40,-28:06:09.6,360.0,i,None,DES supernova hex SN-C3 tiling 32,False,0.102,1.438,0.07,assess_RUN_v25475,2014/11/5 06:55:16
375354,2014/11/5 03:25:00,3:30:36.39,-28:06:09.6,360.0,i,None,DES supernova hex SN-C3 tiling 33,False,0.096,1.486,0.067,assess_RUN_v25475,2014/11/5 07:49:58
375355,2014/11/5 03:31:29,3:30:36.20,-28:06:06.6,360.0,i,None,DES supernova hex SN-C3 tiling 34,False,0.111,1.386,0.071,assess_RUN_v25475,2014/11/5 07:46:17
375357,2014/11/5 03:40:37,2:25:47.70,-4:35:55.3,330.0,z,None,DES supernova hex SN-X3 tiling 75,False,0.223,1.125,0.09,assess_RUN_v25475,2014/11/5 07:54:08
375358,2014/11/5 03:46:36,2:25:47.71,-4:35:55.2,330.0,z,None,DES supernova hex SN-X3 tiling 76,False,0.222,1.158,0.086,assess_RUN_v25475,2014/11/5 07:43:12
375359,2014/11/5 03:52:34,2:25:47.73,-4:35:55.3,330.0,z,None,DES supernova hex SN-X3 tiling 77,False,0.219,1.174,0.085,assess_RUN_v25475,2014/11/5 08:17:58
375360,2014/11/5 03:58:32,2:25:47.73,-4:35:55.4,330.0,z,None,DES supernova hex SN-X3 tiling 78,False,0.26,1.035,0.097,assess_RUN_v25475,2014/11/5 07:47:00
375361,2014/11/5 04:04:30,2:25:47.65,-4:36:00.1,330.0,z,None,DES supernova hex SN-X3 tiling 79,False,0.264,1.04,0.101,assess_RUN_v25475,2014/11/5 07:54:37
375362,2014/11/5 04:10:29,2:25:47.67,-4:36:00.0,330.0,z,None,DES supernova hex SN-X3 tiling 80,False,0.21,1.194,0.083,assess_RUN_v25475,2014/11/5 07:55:29
375363,2014/11/5 04:16:28,2:25:47.66,-4:36:00.1,330.0,z,None,DES supernova hex SN-X3 tiling 81,False,0.253,1.003,0.092,assess_RUN_v25475,2014/11/5 08:07:48
375364,2014/11/5 04:22:27,2:25:47.67,-4:36:00.1,330.0,z,None,DES supernova hex SN-X3 tiling 82,False,0.263,0.979,0.091,assess_RUN_v25475,2014/11/5 08:03:54
375365,2014/11/5 04:28:25,2:25:47.49,-4:35:57.0,330.0,z,None,DES supernova hex SN-X3 tiling 83,False,0.228,1.049,0.092,assess_RUN_v25475,2014/11/5 08:04:34
375366,2014/11/5 04:34:23,2:25:47.51,-4:35:57.1,330.0,z,None,DES supernova hex SN-X3 tiling 84,False,0.231,1.0,0.092,assess_RUN_v25475,2014/11/5 08:09:33
375367,2014/11/5 04:40:21,2:25:47.50,-4:35:57.0,330.0,z,None,DES supernova hex SN-X3 tiling 85,Unknown,0.26,0.977,0.091,assess_RUN_v25475,2014/11/5 07:30:12
375392,2014/11/5 05:30:06,3:30:35.87,-28:06:05.4,330.0,z,None,DES supernova hex SN-C3 tiling 75,True,0.366,0.963,0.087,assess_RUN_v25475,2014/11/5 08:23:53
375393,2014/11/5 05:36:04,3:30:35.88,-28:06:05.5,330.0,z,None,DES supernova hex SN-C3 tiling 76,True,0.377,0.948,0.086,assess_RUN_v25475,2014/11/5 08:20:56
375394,2014/11/5 05:42:02,3:30:35.87,-28:06:05.5,330.0,z,None,DES supernova hex SN-C3 tiling 77,True,0.339,1.008,0.084,assess_RUN_v25475,2014/11/5 08:22:00
375395,2014/11/5 05:48:00,3:30:35.89,-28:06:05.6,330.0,z,None,DES supernova hex SN-C3 tiling 78,True,0.35,0.967,0.087,assess_RUN_v25475,2014/11/5 08:03:43
375396,2014/11/5 05:53:57,3:30:35.78,-28:06:10.3,330.0,z,None,DES supernova hex SN-C3 tiling 79,False,0.287,1.082,0.076,assess_RUN_v25475,2014/11/5 08:10:05
375397,2014/11/5 05:59:54,3:30:35.80,-28:06:10.2,330.0,z,None,DES supernova hex SN-C3 tiling 80,False,0.294,1.23,0.069,assess_RUN_v25475,2014/11/5 08:18:38
375398,2014/11/5 06:05:53,3:30:35.78,-28:06:10.2,330.0,z,None,DES supernova hex SN-C3 tiling 81,False,0.294,1.262,0.071,assess_RUN_v25475,2014/11/5 08:32:32
375399,2014/11/5 06:11:54,3:30:35.81,-28:06:10.2,330.0,z,None,DES supernova hex SN-C3 tiling 82,True,0.328,1.193,0.076,assess_RUN_v25475,2014/11/5 08:12:03
375400,2014/11/5 06:17:52,3:30:35.59,-28:06:07.2,330.0,z,None,DES supernova hex SN-C3 tiling 83,True,0.321,1.176,0.074,assess_RUN_v25475,2014/11/5 08:27:31
375401,2014/11/5 06:23:52,3:30:35.63,-28:06:07.2,330.0,z,None,DES supernova hex SN-C3 tiling 84,True,0.325,1.161,0.073,assess_RUN_v25475,2014/11/5 07:56:55
375402,2014/11/5 06:29:50,3:30:35.60,-28:06:07.3,330.0,z,None,DES supernova hex SN-C3 tiling 85,False,0.289,1.23,0.076,assess_RUN_v25475,2014/11/5 08:15:35
375483,2014/11/5 08:28:02,3:37:05.90,-27:06:41.8,175.0,g,None,DES supernova hex SN-C1 tiling 20,False,0.015,2.532,0.375,assess_RUN_v25475,2014/11/5 09:35:47
375484,2014/11/5 08:31:25,3:37:05.90,-27:06:41.8,150.0,r,None,DES supernova hex SN-C1 tiling 20,False,0.023,2.667,0.296,assess_RUN_v25475,2014/11/6 16:43:15
375485,2014/11/5 08:34:21,3:37:05.91,-27:06:41.8,200.0,i,None,DES supernova hex SN-C1 tiling 20,False,0.085,1.905,0.118,assess_RUN_v25475,2014/11/5 09:43:05
375486,2014/11/5 08:38:09,3:37:05.90,-27:06:41.8,200.0,z,None,DES supernova hex SN-C1 tiling 21,False,0.156,1.691,0.048,assess_RUN_v25475,2014/11/5 10:00:44
375487,2014/11/5 08:41:57,3:37:05.80,-27:06:46.6,200.0,z,None,DES supernova hex SN-C1 tiling 22,False,0.169,1.558,0.051,assess_RUN_v25475,2014/11/5 09:47:05
376641,2014/11/12 00:29:55,0:37:58.99,-44:00:13.9,175.0,g,None,DES supernova hex SN-E2 tiling 20,True,0.579,1.167,0.173,assess_RUN_v25475,2014/11/12 04:06:34
376642,2014/11/12 00:33:18,0:37:58.97,-44:00:13.9,150.0,r,None,DES supernova hex SN-E2 tiling 20,True,0.777,1.081,0.151,assess_RUN_v25475,2014/11/12 04:32:20
376643,2014/11/12 00:36:17,0:37:58.97,-44:00:13.9,200.0,i,None,DES supernova hex SN-E2 tiling 20,True,0.876,1.003,0.124,assess_RUN_v25475,2014/11/12 04:17:03
376644,2014/11/12 00:40:06,0:37:58.97,-44:00:13.9,200.0,z,None,DES supernova hex SN-E2 tiling 21,True,0.976,1.006,0.102,assess_RUN_v25475,2014/11/12 04:42:28
376645,2014/11/12 00:43:54,0:37:58.87,-44:00:18.6,200.0,z,None,DES supernova hex SN-E2 tiling 22,True,0.992,0.995,0.1,assess_RUN_v25475,2014/11/12 04:04:01
376647,2014/11/12 00:50:49,2:17:54.17,-4:56:00.0,175.0,g,None,DES supernova hex SN-X1 tiling 20,True,0.278,1.668,0.192,assess_RUN_v25475,2014/11/12 04:14:20
376648,2014/11/12 00:54:13,2:17:54.18,-4:56:00.1,150.0,r,None,DES supernova hex SN-X1 tiling 20,True,0.342,1.434,0.136,assess_RUN_v25475,2014/11/12 03:48:58
376649,2014/11/12 00:57:11,2:17:54.18,-4:56:00.1,200.0,i,None,DES supernova hex SN-X1 tiling 20,True,0.4,1.253,0.107,assess_RUN_v25475,2014/11/12 04:17:09
376650,2014/11/12 01:01:00,2:17:54.16,-4:56:00.0,200.0,z,None,DES supernova hex SN-X1 tiling 21,True,0.641,1.041,0.097,assess_RUN_v25475,2014/11/12 04:02:17
376651,2014/11/12 01:04:50,2:17:54.09,-4:56:04.7,200.0,z,None,DES supernova hex SN-X1 tiling 22,True,0.621,1.032,0.096,assess_RUN_v25475,2014/11/12 04:39:47
376653,2014/11/12 01:10:25,2:25:48.16,-4:36:13.0,360.0,i,None,DES supernova hex SN-X3 tiling 30,True,0.341,1.132,0.122,assess_RUN_v25475,2014/11/12 04:50:00
376654,2014/11/12 01:16:54,2:25:48.15,-4:36:13.1,360.0,i,None,DES supernova hex SN-X3 tiling 31,True,0.365,1.067,0.125,assess_RUN_v25475,2014/11/12 04:39:10
376655,2014/11/12 01:23:22,2:25:48.09,-4:36:17.7,360.0,i,None,DES supernova hex SN-X3 tiling 32,True,0.427,0.987,0.127,assess_RUN_v25475,2014/11/12 04:38:29
376656,2014/11/12 01:29:50,2:25:48.07,-4:36:17.8,360.0,i,None,DES supernova hex SN-X3 tiling 33,True,0.422,0.982,0.13,assess_RUN_v25475,2014/11/12 05:04:08
376657,2014/11/12 01:36:18,2:25:47.91,-4:36:14.6,360.0,i,None,DES supernova hex SN-X3 tiling 34,True,0.455,0.982,0.132,assess_RUN_v25475,2014/11/12 04:28:57
376659,2014/11/12 01:44:25,2:22:39.52,-6:25:01.1,175.0,g,None,DES supernova hex SN-X2 tiling 20,True,0.668,1.155,0.177,assess_RUN_v25475,2014/11/12 03:42:27
376660,2014/11/12 01:47:48,2:22:39.53,-6:25:01.1,150.0,r,None,DES supernova hex SN-X2 tiling 20,True,0.679,1.108,0.157,assess_RUN_v25475,2014/11/12 04:34:06
376661,2014/11/12 01:50:45,2:22:39.54,-6:25:01.1,200.0,i,None,DES supernova hex SN-X2 tiling 20,True,0.645,0.994,0.124,assess_RUN_v25475,2014/11/12 04:11:57
376662,2014/11/12 01:54:33,2:22:39.52,-6:25:01.2,200.0,z,None,DES supernova hex SN-X2 tiling 21,True,0.75,1.035,0.099,assess_RUN_v25475,2014/11/12 04:13:56
376664,2014/11/12 01:59:30,2:22:39.37,-6:25:10.5,200.0,z,None,DES supernova hex SN-X2 tiling 22,True,0.908,0.959,0.104,assess_RUN_v25475,2014/11/12 03:55:30
376666,2014/11/12 02:05:01,2:25:47.97,-4:36:17.3,200.0,g,None,DES supernova hex SN-X3 tiling 23,True,0.649,1.194,0.19,assess_RUN_v25475,2014/11/12 04:22:18
376667,2014/11/12 02:08:49,2:25:47.90,-4:36:22.0,200.0,g,None,DES supernova hex SN-X3 tiling 24,True,0.733,1.128,0.191,assess_RUN_v25475,2014/11/12 04:38:18
376668,2014/11/12 02:12:37,2:25:47.74,-4:36:19.0,200.0,g,None,DES supernova hex SN-X3 tiling 25,True,0.764,1.111,0.187,assess_RUN_v25475,2014/11/12 04:10:34
376670,2014/11/12 02:18:03,2:25:48.05,-4:36:16.8,400.0,r,None,DES supernova hex SN-X3 tiling 23,Unknown,0.868,1.029,0.178,assess_RUN_v25475,2014/11/12 05:37:09
376671,2014/11/12 02:25:11,2:25:47.97,-4:36:21.5,400.0,r,None,DES supernova hex SN-X3 tiling 24,False,0.072,1.09,0.175,assess_RUN_v25475,2014/11/12 05:22:16
376672,2014/11/12 02:32:18,2:25:47.80,-4:36:18.5,400.0,r,None,DES supernova hex SN-X3 tiling 25,False,0.233,1.092,0.177,assess_RUN_v25475,2014/11/12 05:04:02
376674,2014/11/12 02:43:37,0:31:28.78,-43:00:47.7,175.0,g,None,DES supernova hex SN-E1 tiling 20,True,1.131,0.998,0.173,assess_RUN_v25475,2014/11/12 03:50:48
376675,2014/11/12 02:47:01,0:31:28.78,-43:00:47.7,150.0,r,None,DES supernova hex SN-E1 tiling 20,True,1.417,0.878,0.152,assess_RUN_v25475,2014/11/12 04:49:20
376676,2014/11/12 02:49:59,0:31:28.77,-43:00:47.7,200.0,i,None,DES supernova hex SN-E1 tiling 20,True,1.111,0.833,0.139,assess_RUN_v25475,2014/11/12 04:54:00
376677,2014/11/12 02:53:47,0:31:28.79,-43:00:47.8,200.0,z,None,DES supernova hex SN-E1 tiling 21,True,1.748,0.768,0.113,assess_RUN_v25475,2014/11/12 04:49:47
376678,2014/11/12 02:57:36,0:31:28.64,-43:00:52.5,200.0,z,None,DES supernova hex SN-E1 tiling 22,True,1.735,0.756,0.113,assess_RUN_v25475,2014/11/12 04:59:49
376680,2014/11/12 03:05:29,2:51:16.71,-0:00:12.8,175.0,g,None,DES supernova hex SN-S1 tiling 20,True,0.556,1.248,0.173,assess_RUN_v25475,2014/11/12 04:33:15
376681,2014/11/12 03:08:53,2:51:16.71,-0:00:12.9,150.0,r,None,DES supernova hex SN-S1 tiling 20,True,0.674,1.146,0.139,assess_RUN_v25475,2014/11/12 04:36:55
376682,2014/11/12 03:11:52,2:51:16.71,-0:00:12.9,200.0,i,None,DES supernova hex SN-S1 tiling 20,True,0.793,0.997,0.121,assess_RUN_v25475,2014/11/12 04:51:18
376683,2014/11/12 03:15:39,2:51:16.69,-0:00:12.9,200.0,z,None,DES supernova hex SN-S1 tiling 21,True,1.248,0.892,0.103,assess_RUN_v25475,2014/11/12 05:05:26
376684,2014/11/12 03:19:27,2:51:16.65,-0:00:17.6,200.0,z,None,DES supernova hex SN-S1 tiling 22,True,1.164,0.91,0.099,assess_RUN_v25475,2014/11/12 05:19:14
376686,2014/11/12 03:26:17,3:30:36.40,-28:06:14.6,200.0,g,None,DES supernova hex SN-C3 tiling 23,True,0.861,1.033,0.196,assess_RUN_v25475,2014/11/12 05:14:48
376687,2014/11/12 03:30:05,3:30:36.31,-28:06:19.3,200.0,g,None,DES supernova hex SN-C3 tiling 24,True,0.838,0.992,0.203,assess_RUN_v25475,2014/11/12 05:36:26
376688,2014/11/12 03:33:53,3:30:36.13,-28:06:16.3,200.0,g,None,DES supernova hex SN-C3 tiling 25,True,0.732,0.993,0.217,assess_RUN_v25475,2014/11/12 05:16:35
376690,2014/11/12 03:39:26,3:30:35.73,-28:06:09.6,400.0,r,None,DES supernova hex SN-C3 tiling 23,Unknown,0.83,0.952,0.18,assess_RUN_v25475,2014/11/12 06:10:57
376691,2014/11/12 03:46:34,3:30:35.65,-28:06:14.2,400.0,r,None,DES supernova hex SN-C3 tiling 24,Unknown,0.593,1.064,0.167,assess_RUN_v25475,2014/11/12 06:17:02
376692,2014/11/12 03:53:41,3:30:35.46,-28:06:11.3,400.0,r,None,DES supernova hex SN-C3 tiling 25,Unknown,0.562,1.051,0.163,assess_RUN_v25475,2014/11/12 06:02:31
376694,2014/11/12 04:02:26,3:37:05.77,-29:05:27.0,175.0,g,None,DES supernova hex SN-C2 tiling 20,True,0.334,1.052,0.245,assess_RUN_v25475,2014/11/12 05:52:56
376695,2014/11/12 04:05:48,3:37:05.78,-29:05:27.0,150.0,r,None,DES supernova hex SN-C2 tiling 20,True,0.669,0.929,0.158,assess_RUN_v25475,2014/11/12 06:04:08
376696,2014/11/12 04:08:45,3:37:05.79,-29:05:27.1,200.0,i,None,DES supernova hex SN-C2 tiling 20,True,0.854,0.886,0.132,assess_RUN_v25475,2014/11/12 06:12:12
376697,2014/11/12 04:12:33,3:37:05.79,-29:05:27.1,200.0,z,None,DES supernova hex SN-C2 tiling 21,True,1.497,0.782,0.113,assess_RUN_v25475,2014/11/12 06:04:11
376698,2014/11/12 04:16:21,3:37:05.69,-29:05:31.7,200.0,z,None,DES supernova hex SN-C2 tiling 22,True,1.404,0.812,0.111,assess_RUN_v25475,2014/11/12 05:57:17
376700,2014/11/12 04:23:37,2:44:46.17,-0:59:26.4,175.0,g,None,DES supernova hex SN-S2 tiling 20,True,0.213,1.078,0.205,assess_RUN_v25475,2014/11/12 05:41:31
376701,2014/11/12 04:27:01,2:44:46.17,-0:59:26.4,150.0,r,None,DES supernova hex SN-S2 tiling 20,True,0.495,0.943,0.147,assess_RUN_v25475,2014/11/12 05:59:26
376702,2014/11/12 04:30:00,2:44:46.16,-0:59:26.5,200.0,i,None,DES supernova hex SN-S2 tiling 20,True,0.771,0.828,0.13,assess_RUN_v25475,2014/11/12 06:37:02
376703,2014/11/12 04:33:49,2:44:46.16,-0:59:26.5,200.0,z,None,DES supernova hex SN-S2 tiling 21,True,1.485,0.777,0.117,assess_RUN_v25475,2014/11/12 06:18:15
376704,2014/11/12 04:37:36,2:44:46.10,-0:59:31.2,200.0,z,None,DES supernova hex SN-S2 tiling 22,True,1.43,0.778,0.114,assess_RUN_v25475,2014/11/12 06:31:48
376706,2014/11/12 04:43:21,2:25:47.40,-4:36:15.9,330.0,z,None,DES supernova hex SN-X3 tiling 75,True,0.998,0.884,0.118,assess_RUN_v25475,2014/11/12 10:09:48
376707,2014/11/12 04:49:19,2:25:47.42,-4:36:15.9,330.0,z,None,DES supernova hex SN-X3 tiling 76,True,0.837,0.991,0.111,assess_RUN_v25475,2014/11/12 08:28:03
376708,2014/11/12 04:55:16,2:25:47.41,-4:36:15.9,330.0,z,None,DES supernova hex SN-X3 tiling 77,True,0.884,0.964,0.113,assess_RUN_v25475,2014/11/12 07:12:32
376709,2014/11/12 05:01:14,2:25:47.42,-4:36:15.8,330.0,z,None,DES supernova hex SN-X3 tiling 78,True,0.886,0.951,0.113,assess_RUN_v25475,2014/11/12 08:37:31
376710,2014/11/12 05:07:11,2:25:47.34,-4:36:20.6,330.0,z,None,DES supernova hex SN-X3 tiling 79,True,0.889,0.924,0.116,assess_RUN_v25475,2014/11/12 07:31:03
376711,2014/11/12 05:13:09,2:25:47.35,-4:36:20.6,330.0,z,None,DES supernova hex SN-X3 tiling 80,True,0.92,0.894,0.112,assess_RUN_v25475,2014/11/12 08:18:55
376712,2014/11/12 05:19:09,2:25:47.37,-4:36:20.5,330.0,z,None,DES supernova hex SN-X3 tiling 81,True,1.0,0.863,0.125,assess_RUN_v25475,2014/11/12 08:55:13
376713,2014/11/12 05:25:07,2:25:47.35,-4:36:20.6,330.0,z,None,DES supernova hex SN-X3 tiling 82,True,0.946,0.885,0.114,assess_RUN_v25475,2014/11/12 09:14:11
376714,2014/11/12 05:31:05,2:25:47.19,-4:36:17.5,330.0,z,None,DES supernova hex SN-X3 tiling 83,True,0.829,0.984,0.117,assess_RUN_v25475,2014/11/12 08:58:40
376715,2014/11/12 05:37:03,2:25:47.20,-4:36:17.5,330.0,z,None,DES supernova hex SN-X3 tiling 84,True,0.911,0.93,0.115,assess_RUN_v25475,2014/11/12 09:27:11
376716,2014/11/12 05:43:01,2:25:47.20,-4:36:17.5,330.0,z,None,DES supernova hex SN-X3 tiling 85,True,0.838,0.995,0.109,assess_RUN_v25475,2014/11/12 09:47:55
376718,2014/11/12 05:51:49,3:30:34.39,-28:06:16.2,360.0,i,None,DES supernova hex SN-C3 tiling 30,True,0.5,1.037,0.125,assess_RUN_v25475,2014/11/12 12:09:23
